#CpG,Coefficient estimate (slope),Standard error,p value,Bonferroni p,q value (FDR),Gene
cpg,beta,std.err,p.value,bonferroni,fdr,gene
cg04910877,-0.0003956682,9.66E-05,4.55E-05,1.00E+00,0.0007294886,CBFA2T3
cg19449565,0.000686764,0.0001677384,4.56E-05,1.00E+00,0.000729613,HDAC4
cg06365108,-0.0002692229,6.58E-05,4.56E-05,1.00E+00,0.0007298169,TRIM40
cg22995724,-0.0005672064,0.0001385401,4.56E-05,1.00E+00,0.0007298169,GSDMD
cg12609063,0.0005803379,0.0001417711,4.57E-05,1.00E+00,0.0007319009,SLC22A15
cg22270027,0.0008247495,0.0002014824,4.57E-05,1.00E+00,0.0007321127,NA
cg07091481,-0.0003039529,7.43E-05,4.58E-05,1.00E+00,0.0007328067,FAM213A
cg04947907,-0.0005722418,0.0001398049,4.58E-05,1.00E+00,0.0007328578,NA
cg14154330,-0.0005519887,0.0001348597,4.58E-05,1.00E+00,0.0007330559,ARHGAP27
cg27381488,-0.0001845329,4.51E-05,4.58E-05,1.00E+00,0.0007330559,NA
cg02275530,-0.000811116,0.0001981795,4.58E-05,1.00E+00,0.0007337146,BCAS3
cg07906625,-0.0004735468,0.0001157064,4.59E-05,1.00E+00,0.0007342311,PDE4DIP
cg08961893,-0.0001817576,4.44E-05,4.59E-05,1.00E+00,0.0007346482,CBFA2T3
cg02923224,0.0005287655,0.0001292056,4.59E-05,1.00E+00,0.0007348552,FHIT
cg18601596,-0.0004537665,0.0001108823,4.59E-05,1.00E+00,0.0007351642,NA
cg14992101,-0.0002552986,6.24E-05,4.59E-05,1.00E+00,0.0007352669,NA
cg21815502,-0.0003604234,8.81E-05,4.59E-05,1.00E+00,0.0007352773,KRTAP4-9
cg10463150,-6.61E-05,1.61E-05,4.60E-05,1.00E+00,0.0007354422,HELT
cg17829389,-0.0001824447,4.46E-05,4.60E-05,1.00E+00,0.0007354815,EBPL
cg19410609,-0.0005814105,0.0001420845,4.60E-05,1.00E+00,0.0007359908,NA
cg01785473,-0.000302465,7.39E-05,4.60E-05,1.00E+00,0.0007367579,FAM129B
cg15367592,-0.0007800911,0.0001906541,4.61E-05,1.00E+00,0.0007370089,FOLR3
cg08739282,-0.0003761763,9.19E-05,4.61E-05,1.00E+00,0.0007373261,DHX15
cg24847554,-0.0004010821,9.80E-05,4.61E-05,1.00E+00,0.0007373394,DNAH12
cg24128389,-0.0001081787,2.64E-05,4.61E-05,1.00E+00,0.0007378134,ANK1
cg05103064,0.0005807259,0.000141941,4.61E-05,1.00E+00,0.0007379238,SFMBT2
cg24531536,-0.0004176024,0.0001020712,4.61E-05,1.00E+00,0.0007379943,NA
cg09939948,-0.0005867527,0.0001434182,4.61E-05,1.00E+00,0.0007382158,ZNF710
cg15822328,0.0004900939,0.0001197947,4.62E-05,1.00E+00,0.0007384531,NA
cg12687527,0.000347176,8.49E-05,4.62E-05,1.00E+00,0.0007386153,GNA14
cg21062347,0.0004897264,0.0001197072,4.62E-05,1.00E+00,0.0007386258,SLC22A8
cg00994601,-0.000312374,7.64E-05,4.62E-05,1.00E+00,0.0007387722,C6orf47
cg03123320,-0.0004916628,0.0001201833,4.62E-05,1.00E+00,0.000738855,NA
cg11791710,0.0005097925,0.000124618,4.62E-05,1.00E+00,0.0007391318,DOCK1
cg17858880,0.0005402707,0.0001320732,4.62E-05,1.00E+00,0.0007395706,TNS3
cg20732160,-0.0003920852,9.58E-05,4.63E-05,1.00E+00,0.0007395952,PFKFB4
cg06347698,-5.65E-05,1.38E-05,4.63E-05,1.00E+00,0.0007396144,NA
cg15409939,-0.000177678,4.34E-05,4.63E-05,1.00E+00,0.0007405735,NA
cg02286715,-6.84E-05,1.67E-05,4.63E-05,1.00E+00,0.0007407733,PPP2R2C
cg04445427,-0.0006425341,0.0001570896,4.63E-05,1.00E+00,0.0007408073,NA
cg16886828,0.0003250809,7.95E-05,4.64E-05,1.00E+00,0.0007419328,KDM4B
cg03604364,0.0002854721,6.98E-05,4.64E-05,1.00E+00,0.000741977,TBXAS1
cg11726754,-0.0001351775,3.31E-05,4.64E-05,1.00E+00,0.0007422225,VPS13D
cg06068373,-0.0003431297,8.39E-05,4.64E-05,1.00E+00,0.0007422225,SEC22C
cg07972116,0.0004007792,9.80E-05,4.64E-05,1.00E+00,0.0007422225,NA
cg07063183,-0.0002786397,6.81E-05,4.64E-05,1.00E+00,0.0007422225,COL9A2
cg21977057,-0.0002670209,6.53E-05,4.64E-05,1.00E+00,0.0007422392,NA
cg04395718,-9.82E-05,2.40E-05,4.65E-05,1.00E+00,0.0007423923,PDLIM2
cg04147906,-0.00055202,0.0001349811,4.65E-05,1.00E+00,0.0007424773,NLK
cg15153887,0.0004253084,0.0001039987,4.65E-05,1.00E+00,0.0007426073,TREML1
cg21057046,0.0004625285,0.0001131011,4.65E-05,1.00E+00,0.000742685,NBL1
cg06347943,0.0006087044,0.0001488454,4.65E-05,1.00E+00,0.000742685,NA
cg01761758,-0.0007338427,0.0001794466,4.65E-05,1.00E+00,0.0007427515,TIMP2
cg18587063,-0.0004739529,0.0001158967,4.65E-05,1.00E+00,0.0007428256,NA
cg13880228,-7.69E-05,1.88E-05,4.65E-05,1.00E+00,0.0007431603,PRLR
cg10193743,0.0003343433,8.18E-05,4.65E-05,1.00E+00,0.0007434995,NA
cg03421236,-0.0004521438,0.0001105741,4.66E-05,1.00E+00,0.0007439295,NA
cg17415111,-0.0004762669,0.0001164768,4.66E-05,1.00E+00,0.0007442623,NA
cg10159596,-0.0004746362,0.0001160796,4.66E-05,1.00E+00,0.0007444033,SPDEF
cg13809236,0.0004428599,0.0001083105,4.66E-05,1.00E+00,0.000744641,MAPK8IP1
cg03989987,-0.0005373477,0.0001314232,4.66E-05,1.00E+00,0.0007449699,IL1RN
cg23042540,0.0002441449,5.97E-05,4.67E-05,1.00E+00,0.0007453562,DLGAP2
cg14541209,-0.000275832,6.75E-05,4.67E-05,1.00E+00,0.0007457337,DTX1
cg12216208,-0.0002584794,6.32E-05,4.67E-05,1.00E+00,0.000745737,ACRBP
cg09711214,-0.000506596,0.0001239183,4.68E-05,1.00E+00,0.0007465292,TEAD1
cg17797863,-0.0005372231,0.0001314129,4.68E-05,1.00E+00,0.0007467774,NELFA
cg04478875,0.0002544844,6.23E-05,4.68E-05,1.00E+00,0.0007467798,FGF1
cg04722643,-0.0002311364,5.65E-05,4.68E-05,1.00E+00,0.0007470089,SECTM1
cg03045323,-0.0002402692,5.88E-05,4.68E-05,1.00E+00,0.0007470217,SWSAP1
cg24460268,0.0005179571,0.0001267042,4.68E-05,1.00E+00,0.0007470441,INTS6
cg17432627,-0.0009102524,0.0002226692,4.68E-05,1.00E+00,0.0007470466,LINC00114
cg15447231,-0.0005458877,0.0001335377,4.68E-05,1.00E+00,0.0007470809,NA
cg02557364,0.0002016392,4.93E-05,4.68E-05,1.00E+00,0.0007473201,NA
cg24675483,-0.0002361023,5.78E-05,4.68E-05,1.00E+00,0.0007473364,RGS6
cg03309760,-0.0001810371,4.43E-05,4.68E-05,1.00E+00,0.0007477374,MAGEF1
cg02431732,-0.0003681214,9.01E-05,4.69E-05,1.00E+00,0.0007489061,SERHL
cg14462670,-0.000457966,0.0001120472,4.69E-05,1.00E+00,0.000748908,NA
cg17974145,-0.0007123802,0.0001742945,4.69E-05,1.00E+00,0.0007489945,CUX1
cg10885779,0.0007920575,0.0001937894,4.69E-05,1.00E+00,0.0007490019,ABTB2
cg20656868,-0.0004463963,0.0001092189,4.69E-05,1.00E+00,0.0007490812,S1PR4
cg24579422,0.0005429739,0.0001328491,4.69E-05,1.00E+00,0.0007491144,NA
cg22767348,0.0003925033,9.60E-05,4.70E-05,1.00E+00,0.000750086,NA
cg00968012,-0.0003561342,8.71E-05,4.70E-05,1.00E+00,0.0007501351,CDK5RAP3
cg18850918,-0.0001125839,2.75E-05,4.70E-05,1.00E+00,0.0007501779,ELL
cg14671384,0.0005971369,0.0001461159,4.70E-05,1.00E+00,0.0007502884,SLC38A4
cg09035736,-6.52E-05,1.60E-05,4.71E-05,1.00E+00,0.0007514442,MAFF
cg14145194,-0.0004518683,0.000110585,4.71E-05,1.00E+00,0.0007520329,ICAM3
cg08202402,-0.0009365905,0.0002292292,4.72E-05,1.00E+00,0.000753078,HDAC4
cg06883868,-0.0003788468,9.27E-05,4.72E-05,1.00E+00,0.0007531128,LDLRAD4
cg02217815,-0.0004263477,0.0001043506,4.72E-05,1.00E+00,0.0007533245,FOXRED2
cg25626999,-0.0005818279,0.0001424113,4.73E-05,1.00E+00,0.0007538614,NCLN
cg09248655,-0.0001490547,3.65E-05,4.73E-05,1.00E+00,0.0007545659,GRIN2D
cg13084669,-0.0002428535,5.94E-05,4.74E-05,1.00E+00,0.0007553481,NA
cg20892919,0.0004407533,0.0001078959,4.74E-05,1.00E+00,0.0007555406,NA
cg12631000,0.000161001,3.94E-05,4.74E-05,1.00E+00,0.0007559495,CASZ1
cg03202732,-0.0007168561,0.0001754951,4.74E-05,1.00E+00,0.0007561835,MARK2
cg00839873,-0.0002138792,5.24E-05,4.74E-05,1.00E+00,0.0007563454,ASB2
cg21710255,0.0006652258,0.0001628583,4.74E-05,1.00E+00,0.0007563454,CRISP2
cg26929700,-0.0009717624,0.000237909,4.75E-05,1.00E+00,0.0007566121,ZNF423
cg22994830,0.0005949264,0.0001456538,4.75E-05,1.00E+00,0.0007568057,PRKAR1B
cg26889677,-0.0003320152,8.13E-05,4.75E-05,1.00E+00,0.000756848,NA
cg02721693,-0.0004572405,0.0001119462,4.75E-05,1.00E+00,0.0007569266,SHCBP1L
cg16913064,0.0007266776,0.0001779182,4.75E-05,1.00E+00,0.0007573049,NA
cg12306057,-0.0003505327,8.58E-05,4.75E-05,1.00E+00,0.0007574861,FPR2
cg25070639,-0.0005490428,0.0001344336,4.76E-05,1.00E+00,0.0007579309,VAT1
cg07561162,-0.0001036985,2.54E-05,4.76E-05,1.00E+00,0.0007580217,GRIN2A
cg02058108,-0.0005071603,0.0001241802,4.76E-05,1.00E+00,0.0007580217,SSPN
cg20313522,-0.0010721111,0.0002625192,4.76E-05,1.00E+00,0.0007584113,NA
cg12303813,-0.0004925234,0.0001206042,4.76E-05,1.00E+00,0.0007588064,NUAK2
cg06375292,-0.0003277883,8.03E-05,4.76E-05,1.00E+00,0.0007592127,SLC35B1
cg12652197,0.0002590782,6.34E-05,4.77E-05,1.00E+00,0.000759704,RING1
cg27664689,0.0004994483,0.0001223099,4.77E-05,1.00E+00,0.0007597693,CACNB4
cg20379671,0.0003628214,8.89E-05,4.77E-05,1.00E+00,0.000759783,NA
cg09750171,-0.0001289686,3.16E-05,4.77E-05,1.00E+00,0.000759783,NA
cg15183258,-0.000776212,0.0001900886,4.77E-05,1.00E+00,0.0007598038,MGA
cg01919374,-0.0003314467,8.12E-05,4.78E-05,1.00E+00,0.0007611588,NA
cg26200585,0.0005122531,0.0001254609,4.78E-05,1.00E+00,0.0007611709,PRX
cg26559015,-9.38E-05,2.30E-05,4.78E-05,1.00E+00,0.0007611709,NAGLU
cg09641325,-0.0003218995,7.88E-05,4.78E-05,1.00E+00,0.0007611709,NA
cg22125717,-0.0005401943,0.0001323152,4.79E-05,1.00E+00,0.0007621748,NA
cg00533827,-0.0004326747,0.0001059822,4.79E-05,1.00E+00,0.0007624907,NA
cg12570716,-0.0005134893,0.0001257789,4.79E-05,1.00E+00,0.0007625995,KLF6
cg17766468,-0.0001489398,3.65E-05,4.79E-05,1.00E+00,0.0007633547,NA
cg19503977,-0.0001174002,2.88E-05,4.79E-05,1.00E+00,0.0007633547,HTR1B
cg20359565,-0.0004902226,0.0001200879,4.79E-05,1.00E+00,0.0007633936,LINC00671
cg03329019,0.0005577608,0.0001366344,4.80E-05,1.00E+00,0.0007635448,NA
cg10206933,0.0005783811,0.0001416955,4.80E-05,1.00E+00,0.0007644202,BNIP3
cg26807961,-0.0001493603,3.66E-05,4.80E-05,1.00E+00,0.0007647148,NA
cg06194808,-0.000480681,0.0001177658,4.81E-05,1.00E+00,0.0007649559,TMEM184A
cg27120833,-0.0006095839,0.0001493608,4.81E-05,1.00E+00,0.0007661703,ARFGAP3
cg02838784,-0.0001623988,3.98E-05,4.81E-05,1.00E+00,0.0007664178,SLC3A2
cg10257870,0.0008777641,0.0002150764,4.82E-05,1.00E+00,0.0007664565,CMYA5
cg02009651,-0.0007552322,0.0001850634,4.82E-05,1.00E+00,0.0007671645,AREG
cg07435237,-0.0001721304,4.22E-05,4.82E-05,1.00E+00,0.0007671645,ARMC5
cg19163818,-0.0001279696,3.14E-05,4.82E-05,1.00E+00,0.0007672792,WHSC1
cg15964468,-0.0005178788,0.000126907,4.82E-05,1.00E+00,0.0007676092,ZSCAN12
cg15504662,-0.0002806278,6.88E-05,4.83E-05,1.00E+00,0.0007679716,LIMK2
cg22867719,-0.0006234326,0.0001527816,4.83E-05,1.00E+00,0.0007682724,IFFO2
cg24166966,0.0004587846,0.0001124341,4.83E-05,1.00E+00,0.0007684719,FBXL2
cg14833933,-0.0004347232,0.0001065387,4.83E-05,1.00E+00,0.000768597,CAPN3
cg18833928,-0.0004575271,0.0001121357,4.84E-05,1.00E+00,0.0007695505,NA
cg14264316,0.0005889027,0.0001443375,4.84E-05,1.00E+00,0.0007697811,NA
cg04191989,-0.0001375918,3.37E-05,4.84E-05,1.00E+00,0.0007700395,PRKAR1B
cg03033182,-0.0003412873,8.37E-05,4.84E-05,1.00E+00,0.0007702295,SCOC
cg27536559,-0.0004734996,0.0001160586,4.84E-05,1.00E+00,0.0007703446,NA
cg13856384,-0.0002796076,6.85E-05,4.84E-05,1.00E+00,0.000770434,NA
cg11087101,-0.0005998833,0.0001470461,4.85E-05,1.00E+00,0.0007711596,TFRC
cg11202871,-0.0004213542,0.000103289,4.85E-05,1.00E+00,0.0007717437,C7orf49
cg19132069,-0.0001392991,3.41E-05,4.86E-05,1.00E+00,0.0007721532,ESAM
cg08858245,-0.000255738,6.27E-05,4.86E-05,1.00E+00,0.0007722028,SH3BP4
cg21243631,0.0005414708,0.0001327413,4.86E-05,1.00E+00,0.0007723692,NPC1
cg25276752,-0.000334731,8.21E-05,4.86E-05,1.00E+00,0.000772377,NA
cg23892310,0.0003764785,9.23E-05,4.86E-05,1.00E+00,0.0007727191,TBCD
cg01746241,0.0007346022,0.0001801021,4.86E-05,1.00E+00,0.0007733541,KIAA1161
cg11763066,-0.0006428209,0.000157609,4.87E-05,1.00E+00,0.00077407,NA
cg16570507,0.0003949377,9.68E-05,4.87E-05,1.00E+00,0.0007749287,NA
cg02046552,-0.0003471536,8.51E-05,4.87E-05,1.00E+00,0.0007749287,DMTN
cg21195235,0.0004962263,0.0001216815,4.88E-05,1.00E+00,0.000775612,KATNAL2
cg09987231,-0.0001984137,4.87E-05,4.88E-05,1.00E+00,0.0007757663,MTA1
cg16173109,0.0003471322,8.51E-05,4.88E-05,1.00E+00,0.0007758613,NA
cg18169971,-0.0005206211,0.0001276671,4.88E-05,1.00E+00,0.0007758824,H2AFY
cg17187163,0.0003728309,9.14E-05,4.88E-05,1.00E+00,0.0007759267,MLPH
cg27579097,-0.0001977217,4.85E-05,4.88E-05,1.00E+00,0.0007759909,NA
cg27534772,-0.0004014726,9.85E-05,4.88E-05,1.00E+00,0.000776281,PLEKHM2
cg02313434,0.00047012,0.0001152878,4.88E-05,1.00E+00,0.000776281,NA
cg12871463,0.0001635271,4.01E-05,4.89E-05,1.00E+00,0.0007763503,KRT19
cg08009669,-0.000591336,0.0001450175,4.89E-05,1.00E+00,0.0007765533,MICB
cg12251111,0.0002426708,5.95E-05,4.89E-05,1.00E+00,0.000776634,NA
cg03181943,0.000215621,5.29E-05,4.89E-05,1.00E+00,0.000776634,SLC16A10
cg27266176,-0.0003355975,8.23E-05,4.89E-05,1.00E+00,0.0007767795,PLEKHG3
cg02856842,-0.0003778361,9.27E-05,4.89E-05,1.00E+00,0.000776949,SH3BP5L
cg08486269,-0.0003520377,8.63E-05,4.90E-05,1.00E+00,0.000777871,IPCEF1
cg03546360,0.0003892257,9.55E-05,4.90E-05,1.00E+00,0.0007783106,DHRS3
cg13838969,0.0005330519,0.0001307437,4.90E-05,1.00E+00,0.0007783128,PMEPA1
cg17889831,-0.0007250298,0.0001778336,4.90E-05,1.00E+00,0.0007784753,DSTYK
cg01201519,-8.45E-05,2.07E-05,4.90E-05,1.00E+00,0.000778643,NA
cg10629249,-0.0002246407,5.51E-05,4.90E-05,1.00E+00,0.0007787998,NA
cg11855943,0.0003965914,9.73E-05,4.91E-05,1.00E+00,0.0007790647,NA
cg15797314,0.0003112681,7.64E-05,4.91E-05,1.00E+00,0.0007792163,PITPNC1
cg16523490,0.0003843435,9.43E-05,4.91E-05,1.00E+00,0.0007793573,HIVEP3
cg20038038,-0.0003298323,8.09E-05,4.91E-05,1.00E+00,0.000779573,LILRA3
cg15501231,-0.0003688665,9.05E-05,4.91E-05,1.00E+00,0.000779847,VWA7
cg22900476,-0.0004148577,0.0001017698,4.91E-05,1.00E+00,0.0007800965,RAPGEF4
cg07380705,-0.0001116617,2.74E-05,4.91E-05,1.00E+00,0.0007801097,CRHBP
cg10861146,9.98E-05,2.45E-05,4.91E-05,1.00E+00,0.0007801894,EFNA1
cg08146841,-0.0005673056,0.0001391726,4.92E-05,1.00E+00,0.0007805106,NKAIN2
cg02214623,-0.0005733491,0.0001406567,4.92E-05,1.00E+00,0.0007806101,GNB2L1
cg17557540,-9.20E-05,2.26E-05,4.92E-05,1.00E+00,0.0007808953,HCG27
cg13814396,-0.0007441171,0.0001825596,4.92E-05,1.00E+00,0.0007812249,NA
cg20322193,-0.0005862508,0.0001438365,4.93E-05,1.00E+00,0.0007818809,RALA
cg04581537,0.0003976605,9.76E-05,4.93E-05,1.00E+00,0.0007828268,NA
cg10265365,0.0003922247,9.62E-05,4.94E-05,1.00E+00,0.0007838342,TMEM145
cg01745448,-0.0001111383,2.73E-05,4.94E-05,1.00E+00,0.0007839413,SCAMP3
cg26229043,0.0007841088,0.0001924128,4.94E-05,1.00E+00,0.0007839672,KIAA1217
cg20148210,-8.08E-05,1.98E-05,4.95E-05,1.00E+00,0.00078479,FGFR1
cg02813542,-0.00060867,0.0001493726,4.95E-05,1.00E+00,0.0007848732,TCP11L1
cg09998189,0.0004222756,0.0001036305,4.95E-05,1.00E+00,0.0007849083,SMOC1
cg22699620,0.000494097,0.0001212576,4.95E-05,1.00E+00,0.0007850386,ITGB2
cg00686915,-0.0004490923,0.0001102145,4.95E-05,1.00E+00,0.0007851911,ZNF789
cg25380021,-0.0002391467,5.87E-05,4.95E-05,1.00E+00,0.0007855754,STK10
cg06952715,-0.0004094987,0.0001005025,4.95E-05,1.00E+00,0.0007857875,NA
cg24618514,-0.000105295,2.58E-05,4.95E-05,1.00E+00,0.0007858063,XXYLT1
cg03680932,0.0003460638,8.49E-05,4.95E-05,1.00E+00,0.0007859314,ATXN1
cg27408171,-0.0006486365,0.0001591988,4.96E-05,1.00E+00,0.0007861097,SERPINB6
cg10798171,-0.0002992113,7.34E-05,4.96E-05,1.00E+00,0.0007861274,ICA1
cg01324474,-0.0005331873,0.0001308694,4.96E-05,1.00E+00,0.0007866563,GPR84
cg19637113,-0.000448972,0.0001102043,4.96E-05,1.00E+00,0.0007872759,CCDC33
cg22366279,-0.0002391401,5.87E-05,4.97E-05,1.00E+00,0.0007877304,NA
cg18718102,-0.0002047295,5.03E-05,4.97E-05,1.00E+00,0.0007880113,SURF6
cg08121317,-0.0006682202,0.0001640414,4.97E-05,1.00E+00,0.0007888649,NA
cg14784664,-0.0008082521,0.0001984231,4.98E-05,1.00E+00,0.000789185,NA
cg16146806,-0.0003569468,8.76E-05,4.98E-05,1.00E+00,0.0007892049,PLEKHG5
cg10794086,0.0003881211,9.53E-05,4.98E-05,1.00E+00,0.0007893754,HLA-E
cg00875272,-0.0001191882,2.93E-05,4.98E-05,1.00E+00,0.0007894361,TAL1
cg26107476,0.0004638484,0.0001138772,4.98E-05,1.00E+00,0.0007894963,NA
cg00432937,-0.0003139395,7.71E-05,4.98E-05,1.00E+00,0.0007894963,CLDN15
cg03254465,-0.0006643898,0.0001631165,4.98E-05,1.00E+00,0.0007898907,PRDM16
cg19841005,-0.0001463656,3.59E-05,4.98E-05,1.00E+00,0.0007902005,PIP5K1C
cg15344028,-0.0005676688,0.0001393802,4.99E-05,1.00E+00,0.000790791,ICOS
cg24503449,-0.0003162385,7.76E-05,4.99E-05,1.00E+00,0.0007908347,PIK3R2
cg02919090,0.000615342,0.0001510868,4.99E-05,1.00E+00,0.0007908347,DAPK2
cg22444102,-0.0002507065,6.16E-05,5.00E-05,1.00E+00,0.0007919515,ZNF516
cg24920933,0.0004084078,0.0001002875,5.00E-05,1.00E+00,0.0007920923,NA
cg04849850,0.0004828567,0.0001185692,5.00E-05,1.00E+00,0.0007920923,NA
cg02228492,-0.0004720906,0.0001159274,5.00E-05,1.00E+00,0.0007922838,HS3ST3B1
cg05480350,0.0006165581,0.0001514136,5.01E-05,1.00E+00,0.000793192,NA
cg00433654,-0.0002591568,6.36E-05,5.01E-05,1.00E+00,0.0007933342,NA
cg06071730,-0.0006085486,0.0001494501,5.01E-05,1.00E+00,0.0007934313,MXI1
cg11207353,-0.0001197073,2.94E-05,5.01E-05,1.00E+00,0.0007935925,LRRC25
cg02121330,-0.0001710511,4.20E-05,5.01E-05,1.00E+00,0.000793986,PRKCH
cg13721397,0.0004924865,0.0001209556,5.01E-05,1.00E+00,0.0007942756,FAM73B
cg03547924,0.000459262,0.0001128094,5.02E-05,1.00E+00,0.0007959175,GDF5
cg15595918,0.0002637461,6.48E-05,5.03E-05,1.00E+00,0.0007962105,TNXB
cg09041483,-7.70E-05,1.89E-05,5.03E-05,1.00E+00,0.0007965739,NA
cg24121168,-0.0007779832,0.0001911173,5.03E-05,1.00E+00,0.0007971929,FAM3D
cg23587176,-0.0007696826,0.0001890783,5.03E-05,1.00E+00,0.0007971929,FOXK1
cg16956132,-0.0006359365,0.000156223,5.03E-05,1.00E+00,0.0007971933,TPT1-AS1
cg23702727,-0.0002988336,7.34E-05,5.03E-05,1.00E+00,0.0007972946,NA
cg07555731,0.0004976675,0.0001222611,5.04E-05,1.00E+00,0.0007976809,OR5AU1
cg17777432,-0.0001475381,3.62E-05,5.04E-05,1.00E+00,0.0007986099,NEURL1B
cg13556511,-0.0001832006,4.50E-05,5.04E-05,1.00E+00,0.0007986407,C15orf38
cg11312108,-0.0003726612,9.16E-05,5.05E-05,1.00E+00,0.0007988643,CACNA1I
cg04530214,-0.0003459747,8.50E-05,5.05E-05,1.00E+00,0.0007989832,NA
cg12951348,0.0002834871,6.97E-05,5.05E-05,1.00E+00,0.0007990501,LY6G6D
cg23731826,-0.0006446431,0.0001583868,5.05E-05,1.00E+00,0.000799057,NA
cg15240733,0.0003607774,8.86E-05,5.05E-05,1.00E+00,0.0007991948,NA
cg08241318,-0.0005652001,0.0001388757,5.05E-05,1.00E+00,0.0007997504,NA
cg03564201,-0.0003448704,8.47E-05,5.05E-05,1.00E+00,0.0007998355,ZNF662
cg18285681,-0.0002522954,6.20E-05,5.06E-05,1.00E+00,0.0008001996,AMZ1
cg03209332,0.000513801,0.0001262606,5.06E-05,1.00E+00,0.0008011165,NA
cg00572387,-0.0008024648,0.0001971963,5.06E-05,1.00E+00,0.0008011165,SIRPB2
cg18888137,-0.0009421944,0.0002315334,5.06E-05,1.00E+00,0.0008011165,BRD2
cg07845390,-0.0001941852,4.77E-05,5.06E-05,1.00E+00,0.0008011371,KCNT2
cg08991437,-0.0002399606,5.90E-05,5.06E-05,1.00E+00,0.0008013556,FGD5
cg14917846,0.000373086,9.17E-05,5.07E-05,1.00E+00,0.000801556,SH3GL1
cg05788125,-0.0005017832,0.000123313,5.07E-05,1.00E+00,0.0008015592,NA
cg06983746,0.0005399427,0.0001326908,5.07E-05,1.00E+00,0.0008015592,FASLG
cg26257548,-0.000151712,3.73E-05,5.07E-05,1.00E+00,0.000801625,NA
cg07293947,-0.0001045061,2.57E-05,5.07E-05,1.00E+00,0.0008019119,SFXN1
cg07899551,-0.0004408463,0.0001083449,5.07E-05,1.00E+00,0.0008023337,NA
cg13195895,-0.000387394,9.52E-05,5.08E-05,1.00E+00,0.000803168,BCL9
cg21415385,-0.0004310536,0.0001059482,5.08E-05,1.00E+00,0.0008035683,VGLL4
cg12209946,-0.0007124808,0.0001751212,5.08E-05,1.00E+00,0.0008036279,NA
cg07696842,-0.0008204726,0.0002016657,5.08E-05,1.00E+00,0.000803656,CHST11
cg19507032,-0.0004540705,0.0001116072,5.08E-05,1.00E+00,0.000803656,OXER1
cg07960083,0.0005420183,0.0001332254,5.08E-05,1.00E+00,0.0008037569,NA
cg24113818,0.0007435522,0.000182762,5.08E-05,1.00E+00,0.0008037571,RASA3
cg12421388,-0.0004259722,0.0001047061,5.09E-05,1.00E+00,0.0008042429,STX1A
cg11015497,0.0005796471,0.0001424925,5.09E-05,1.00E+00,0.0008053958,NA
cg09507934,-0.0004888563,0.0001201763,5.10E-05,1.00E+00,0.0008056413,ORAI2
cg16352928,-0.0001586616,3.90E-05,5.10E-05,1.00E+00,0.0008056413,LAG3
cg21445366,-0.0002362667,5.81E-05,5.10E-05,1.00E+00,0.000805813,STAB1
cg21549497,0.0002948282,7.25E-05,5.10E-05,1.00E+00,0.0008061868,CRYAA
cg14490447,-0.000399585,9.82E-05,5.10E-05,1.00E+00,0.0008070156,KIF24
cg25932807,-4.59E-05,1.13E-05,5.11E-05,1.00E+00,0.0008072124,KCNK9
cg18238908,-0.0004020353,9.89E-05,5.11E-05,1.00E+00,0.0008081482,NA
cg17569842,0.000520449,0.0001279799,5.12E-05,1.00E+00,0.0008094114,RGS12
cg10494848,0.0003315342,8.15E-05,5.12E-05,1.00E+00,0.0008094637,NA
cg22958957,-0.0002477573,6.09E-05,5.12E-05,1.00E+00,0.0008097506,PMP22
cg02908942,0.0004973175,0.0001222962,5.12E-05,1.00E+00,0.0008097977,CHST11
cg16016465,-0.0004246697,0.000104432,5.12E-05,1.00E+00,0.0008098632,NA
cg24147428,-0.0008835745,0.0002172888,5.13E-05,1.00E+00,0.000810202,SIPA1
cg14082893,-0.0002588482,6.37E-05,5.13E-05,1.00E+00,0.0008102897,NA
cg15922699,0.0003118061,7.67E-05,5.13E-05,1.00E+00,0.0008103097,NA
cg26705724,-0.0001435484,3.53E-05,5.13E-05,1.00E+00,0.0008103487,NA
cg12425989,-0.0002411317,5.93E-05,5.13E-05,1.00E+00,0.0008108357,EXPH5
cg12292060,0.0006041593,0.0001485931,5.14E-05,1.00E+00,0.0008117068,GABBR1
cg10577216,-0.000527564,0.0001297558,5.14E-05,1.00E+00,0.0008118138,HIVEP2
cg16834356,-0.0002170278,5.34E-05,5.14E-05,1.00E+00,0.0008124898,DEFA6
cg09975561,0.0002833299,6.97E-05,5.15E-05,1.00E+00,0.000813131,HYDIN
cg06759845,-0.0002071901,5.10E-05,5.15E-05,1.00E+00,0.0008132738,MEF2D
cg17031475,0.0004703533,0.0001157015,5.15E-05,1.00E+00,0.0008136867,GRASP
cg07728479,-0.0004198588,0.000103282,5.15E-05,1.00E+00,0.000813852,ZNF853
cg26338867,-0.0005449302,0.0001340496,5.15E-05,1.00E+00,0.0008139062,NA
cg01994290,-0.0003733992,9.19E-05,5.15E-05,1.00E+00,0.0008139062,PLEKHG3
cg15724534,-0.0007757152,0.0001908226,5.15E-05,1.00E+00,0.0008139375,KANSL1L
cg03909983,0.0005585349,0.0001374008,5.16E-05,1.00E+00,0.0008142653,NA
cg21101335,-0.0001451734,3.57E-05,5.16E-05,1.00E+00,0.0008150595,NA
